poem_name,poet_name,poem_text,rank
Bayram,Mehmet Akif Ersoy,"Âfâk bütün hande, cihan başka cihandır; 
Bayram ne kadar hoş, ne şetâretli zamandır! 
Bayramda güler çehre-i mâ'sûm-i sabâvet, 
Ümmîd çocuk sûret-i sâfında ıyandır 
Her cebhede bir nûr-i mücerred lemeânda; 
Her dîdede bir rûh demâdem cevelândır. 
Âlâm-ı hayâtın iki kat büktüğü ecsâd 
Feyzindeki te'sîr ile âsûde revandır. 
Ferdâ-yı sükûn perveridir sâl-i cidâlin, 
Nevmîd düşen kalbe ümîd-âver-i candır. 
Heycâ-yi maîşetteki feryâd-ı mehîbin 
Dünyâda biraz dindiği an varsa bu andır. 
Subhunda bahârın şu sabâhat bulunur mu? 
Bak çehre-i gabrâya: Nasıl şen, ne civandır! 
Her sînede bir kalb-i meserret darabanda, 
Her kalbde bir âlem-i eşvâk nihandır. 
Raksân oluyor cünbüş-i dûşiyle anâsır, 
Gûya ki bütün sadr-ı zemin pür-galeyandır. 
Eşbahı da cûşân ediyor feyz-i mübîni, 
Yâ Rab bu nasıl rûh-i avâlim-sereyandır! 
Bayramda gelir yâ da ne hoş hâtıralar ki: 
Bin ömre verilmez, o kadar kadri girandır, 
Iydin bana dâim görünür levh-i kerîmi: 
Mâzî-i tufûliyyetimin yâd-ı besîmi. 
Birinci gün hava bir parça nâ-müsâiddi; 
İkinci gün açılıp, sonra pek güzel gitti. 
Dedim ki: 'Fâtih'e çıksam yavaşça, bir yanda 
Durup o âlemi seyreylesem de meydanda, 
Ziyâret etsem ehibbâyı sonradan... Hoş olur. 
Bütün gün evde oturmak ne olsa pek boştur. ' 
Bu arzû-yi tenezzüh gelince, artık ben 
Durur muyum? Ne gezer! Fırladım hemen evden. 
Gelin de bayramı Fâtih'te seyredin, zirâ 
Hayâle, hâtıra sığmaz o herc ü merc-i safâ, 
Kucakta gezdirilen bir karış çocuklardan 
Tutun da, tâ dedemiz demlerinden arta kalan, 
Asırlar ölçüsü boy boy asâli nesle kadar, 
Büyük küçük bütün efrâd-i belde, hepsi de var! 
Adım başında kurulmuş beşik salıncaklar, 
İçinde darbuka, teflerle zilli şakşaklar, 
Biraz gidin; Kocaman bir çadır... Önünde bütün, 
Çoluk çocuk birer onluk verip de girmek için 
Nöbetle bekleşiyorlar. Acep içinde ne var? 
'Caponya'dan gelen insan suratlı bir canavar! ' 
Geçin: sırayla çadırlar. Önünde her birinin. 
Diyor: 'Kuzum, girecek varsa durmasın girsin.' 
Bağırmadan sesi bitmiş ayaklı bir îlân, 
'Alın gözüm buna derler...' sadâsı her yandan. 
Alettirikçilerin keyfi pek yolunda hele: 
Gelen yapışmada bir mutlaka o saplı tele. 
Terazilerden adam eksik olmuyor; birisi 
İnince binmede artık onun da hemşerisi: 
'Hak okka çünkü bu kantar... Frenk îcâdı gıram 
Değil! Diremleri dörtyüz, hesapta şaşmaz adam.' 
- Muhallebim ne de kaymak! 
- Şifalıdır macun! 
- Simit mi istedin ağa? 
- Yokmuş onluğun, dursun. 
O başta: Kuşkunu kopmuş eğerli düldüller, 
Bu başta: Paldimi düşmüş semerli bülbüller! 
Baloncular, hacıyatmazlar, fırıldaklar,
Horoz şekerleri, civ civ öten oyuncaklar; 
Sağında atlıkarınca, solunda tahtırevan 
Önünde bir sürü çekçek, tepende çifte kolan 
Öbek öbek yere çökmüş kömür çeken develer... 
Ferâğ-ı bâl ile birden geviş getirmedeler. 
Koşan, gezen, oturan, mâniler düzüp çağıran. 
Davullu zurnalı 'dans' eyliyen, coşup bağıran, 
Bu kâinât-ı sürûrun içinde gezdikçe, 
Çocukların tarafındaydı en çok eğlence, 
Güzelce süslenerek dest-i nâz-ı mâderle; 
Birer çiçek gibi nevvâr olan bebeklerle 
Gelirdi safha-i mevvâc-ı ıyde başka hayât... 
Bütün sürûr u şetâretti gördüğüm harekât! 
Onar parayla biraz sallandırdılar... Derken, 
Dururdu 'Yandı! ' sadâsıyle türküler birden, 
- Ayol, demin daha yanmıştı a! Herif sen de, 
- Peki kızım, azıcık fazla sallarım ben de. 
'Deniz dalgasız olmaz 
Gönül sevdasız olmaz 
Yâri güzel olanın 
Başı belâsız olmaz! 
Haydindi mini mini maşallah 
Kavuşuruz inşallah...' 
Fakat bu levha-i handâna karşı, pek yaşlı, 
Bir ihtiyar kadının koltuğunda gür kaşlı, 
Uzunca saçlı güzel bir kız ağlayıp duruyor. 
Gelen geçen 'Bu niçin ağlıyor? ' deyip soruyor. 
- Yetim ayol... Bana evlâd belâsıdır bu acı 
Çocuk değil mi? 'Salıncak' diyor... 
- Salıncakçı! 
Kuzum, biraz da bu binsin... Ne var sevâbına say... 
Yetim sevindirenin ömrü çok olur... 
- Hay hay! 
Hemen o kız da salıncakçının mürüvvetine 
Katıldı ağlamayan kızların şetâretine.",447
Ne İçindeyim Zamanın,Ahmet Hamdi Tanpınar,"Ne içindeyim zamanın, 
Ne de büsbütün dışında; 
Yekpare, geniş bir anın
Parçalanmaz akışında.
Bir garip rüya rengiyl....................",448
Aklından Sonsuz Yazgı Çıkmayan Adam,Victor Hugo,"Bir yolcu gibi sabah, tan vakti yola çıkan, 
Aklından sonsuz yazgı çıkmayan mutlu adam, 
Uyanıyor şafakta, ruhu hep düş içinde, 
Elinde kutsal kitabı, dualar dilinde! 
Duasını ederken başlıyor gün doğmaya
Güneş hem göğe doğuyor, hem onun ruhuna.
Solgun ışıkta beliriveriyor eşyalar, 
Eşyalarla birlikte ruhunda başka şeyler, 
Ondan başka herkes uykuda, böyle sanıyor, 
Esrik bir mutluluğun huzuruna varıyor, 
Oysa arkasında güler yüzlü melekler var, 
Kitabın üzerine eğilmiş bakıyorlar.
(1856) 
Fransızca'dan çeviren: Tozan ALKAN",449
Durmayalım,Mehmet Akif Ersoy,"Sa' d! diyor ki: ""Bir gece biz karban ile
Aheste-seyr iken yolumuz düştü bir çöle.
Sür'atle tayy için o beyaban ı vahşeti,
Hep yolcular feda ederek istirahati,
Gitmektelerdi. Bir aralık bende meşye tab,
Hiç kalmamış ki düşmüşüm artık zebfin ı hab.
Avare bir piyadeyi bekler mi kafile? 
Naçar şedd i rahl edecek ta be-merhale.
Durmuş, diyordu, bir de uyandım ki, sarban:
""Kalk ey zavallı yolcu, uzaklaştı karban! 
Uykum benim de yok değil amma bu deşt zar,
Araıngalı olur mu ki bin türlü korku var? 
Ser-ınenzil i merama varır durmayıp giden; 
yoktur necat ümidi bu çöller geçilmeden.
Heyhat, yolda böyle düşen uyku derdine,
Hep yolcular gider de kalır kendi kendine! ""
V ak' a hiç bir şey değildir; haklısın, lakin düşün.
Başka bir düstfir ı hikmet var mı, insaf et, bugün? 
Varmak istersen - diyor Sa' d! - eğer bir maksada,
Tuttuğun yollar tükenmekten muarra olsa da; 
Şedd i rahl et, durmayıp git, yolda kalmaktan sakın! 
Merd-i sahib-azm için neymiş uzak, neymiş yakın? 
Hangi müşkildir ki himmet olsun, asan olmasın? 
Hangi dehşettir ki insandan hirasan olmasın? 
İbret al erbab ı ikdamın bakıp asarına: 
Dağ dayanmaz erierin dağlar söken ısranna.
Bir münevvim ses değil yer yer hun1şan velvele:
Fevc fevc akmakta insanlar bütün müstakbele.
Nehr-i feyza feyz-i insaniyyetin ahengine
Uymadan, kabil değildir düşmernek bir engine.
Menzil-i maksuda varmazsın uyanmazsan eğer...
V ar mı bak, yollarda hiç bi dar olanlardan eser? 
işte atidir o ser-menzil denen aramgah; 
Karban akvam; çöl mazi; atalet sedd-i rah.
Durma, mazi bir mugaylauzar ı dehşetnaktir; 
Git ki, au korkusuzdur, hem de kudsi haktir.
Çok şedaid iktiham etmek gerektir, doğrudur...
Yelıleten avare bir seyyahı yollar korkutur; 
Korku, lakin, azmi te'yid eylemek 1cab eder:
Kurtulursun şedd i rahl etmiş de gitmişsen eğer:
Çünkü düşmüşsün hayatın - ez kaza- feyfasına,
Gitmen icab eyliyor tamenzil-i aksasına.
Düşmernek madem elinden gelmemiş evvel senin,
Ölmeden olsun mu ey miskin, bu çöller medfenin? 
intihar etmek değilse yolda durmak, gitmemek,
Asumandan refref indirsin demektir bir meL:k! 
""Leyse li'l-insani illa ma sea"" derken Huda; *
Anlarnam hiç meskenetten sen ne beklersin daha? 
Davran artık karbanın arkasından durma, koş! 
Mahvolursun bir dakikan geçse hatta böyle boş.
Menzil almışlar da yorgun, belki senden bi-mecal! 
Belki yok, elbette öyle! Sen ne etmiştin hayal? 
Şöyle gözden geçse bir bilkat temaşa-hanesi:
Çıkmıyor bir zerre fa'aliyyetin biganesi.
Asumani, hakdani cümle mevcfidat için 
Kurtuluş yoksa'y-i daimden, terakkiden bugün.
Yer çalışsın, gök çalışsın, sen sıkılmazsan otur! 
Bunların hakkında bilmem bir bahanen var mı? Dur! 
Masiva bir şey midir, boş durmuyor Halik bile: **
Bak tecelli eyliyor bin şe'n-i gunagun ile.
Ey, bütün dünya ve mafiha ayaktayken; yatan! 
Leş misin, davranmıyorsun? Bari Allah'tan utan. 
* ""Necm (53)  sı1resi, 39. ayet. Meali: ""İnsan için kendi sa'yinden (çalışmasından, emeğinden)  başka bir şey yok."" 
** ""HiHik"" -burada- başı hırıltılı ha (hı)  ve sonu kalın ka (kaf)  harfi ile, ""Yaratan, Yaratıc ı, Allah"" manasında... Aynı kelime (ha)  ve (kaf)  sesleri ile ""berber""; (he)  ve (kef)  sesleriyle okunduğunda ise ""heliik eden, yok edici' manalarma geldiğinden -latin harflerinin yetersizliği yü-zünden- bu izahata lüzum görüldü.",450
Beyaz Sevda,Yusuf Hayaloğlu,"sen mapusta solan gülsün  her yanın duvar
SEN AĞLAMA KAN OLUR BANA O YAŞLAR
sen hayatın küskünüsün acının suskunu
sen yayalada bir baharsın, tarlada rüzgar
içimde sana dair bembeyaz bir sevda var
sen torosta yağan karsın tarlada rüzgar
SAKIN ESME TOZ OLUR KAPANIR YOLLAR
sen eylemin yangınısın hayatın cılgını
tenimde sana dair ürpertiler var
sen munzurda akan çaysın yaylada bahar
SEN GÜLÜNCE GÜL AÇAR YİNE O DAĞLAR
sen sevincin dudağısın sevdanın sapağı
sazımda sana dair esintiler var",451
Gözleri Siyah Kadın,Nazım Hikmet Ran,"Gözleri siyah kadın o kadar güzelsin ki
Çok sevdiğim başına yemin ediyoru....................",452
Ayıp,Abdurrahim Karakoç,"Kara gözlüm bu ayrılık yetişir, 
İki gözüm pınar oldu gel gayrı.
Elim değse akan sular tutuşur
İçim dışım yanar oldu gel gayrı.
Ayların sırtında yıllar taşındı, 
Sanma ki garibi eller düşündü.
Bebekler evlendi, yollar aşındı
Kozalaklar çınar oldu gel gayrı.
Hesap et, gideli sen gurbet ile
Otuz ay tutuldu kolay mı dile? 
Hapisler, sürgünler, esirler bile
Sılasına döner oldu gel gayrı.
Gönlüm sende, gözüm yollarda durdu, 
Saat isyan etti, takvim kudurdu.
Hasret hançerini bağrıma vurdu
Yüreciğim kanar oldu gel gayrı.
Emeği boşadır yuvasız kuşun...
Nerdeyse toprağa değecek başın.
Beni düşünmezsen kendini düşün
Herkes seni kınar oldu gel gayrı.
Vur Emri",453
Sevmek İçin Geç Ölmek İçin Erken,Attila İlhan,"akşamın acı su karanlığı içinden
soğuk kadife teması yalnızlığın
şuh bir kahkaha balkonun birinden
gizli işareti midir bir başlangıcın
sevmek için geç ölmek için erken
başbaşa çay elele yürümek derken
bo....................",454
Gözlerin...,Nazım Hikmet Ran,"Gözlerin gözlerin gözlerin, 
ister hapisaneme, ister hastaneme gel, 
gözlerin gözlerin gözlerin hep güneşte, 
şu Mayıs ayı sonlarında öyledir işte 
Antalya tarafında ekinler seher vakti. 
Gözlerin gözlerin gözlerin, 
kaç defa karşımda ağladılar 
çırılçıplak....................",455
Ardakalan,Özdemir Asaf,"Bana bir dinletim verin,
Biraz da zaman.
Ben bir deyim çıkarayım,
Bir duyuru sesi ondan.
Siz bir solukta onu dinleyin.
Sizin olsun artakalan zaman.",456
Güneşi İçenlerin Türküsü...,Nazım Hikmet Ran,"Bu bir türkü: - 
toprak çanaklarda 
güneşi içenlerin türküsü! 
Bu bir örgü: - 
alev bir saç örgüsü! 
kıvranıyor; 
kanlı; kızıl bir meş'ale gibi yanıyor 
esmer alınlarında 
bakır ayakları çıplak kahramanların! 
Ben de gördüm o kahramanları, 
ben de sardım o örgüyü, 
ben de onlarla 
güneşe giden 
köprüden 
geçtim! 
Ben de içtim toprak çanaklarda güneşi. 
Ben de söyledim o türküyü! 
Yüreğimiz topraktan aldı hızını; 
altın yeleli aslanların ağzını 
yırtarak 
gerindik! 
Sıçradık; 
şimşekli rüzgâra bindik! . 
Kayalardan 
kayalarla kopan kartallar 
çırpıyor ışıkta yaldızlanan kanatlarını. 
Alev bilekli süvariler kamçılıyor 
şaha kalkan atlarını! 
Akın var 
güneşe akın....................",457
Elimden Gelen Bu,Attila İlhan,"Elimden gelen bu ben iki kişiyim
Çoğalmak neyse ne azalmak zor 
Birisi seni her an bırakıp gittiğim 
Öbürü kan gibi tutulmuş seviyor 
Ağzındaki acı alnındaki çizgiyim
Gözlerine kirli bir bulut getirdim 
Hi....................",458
Nasıl Bir Sevdaysa...,Attila İlhan,"ay çok mu gecikti neredeyse çıkar
sen yanlızlığıma varır varmaz
az sonra yağmuru durduracaklar
rüzgarı değiştirdim
    ustura ağzı poyraz
yok canım yıldızları unutmadık
mutlaka yerlerinde bulunacaklar
kenarı yald....................",459
Anneler Ve Çocuklar,Sezai Karakoç,"Anne ölünce çocuk 
Bahçenin en yalnız köşesinde
Elinde bir siyah çubuk 
Ağzında küçük bir leke
Çocuk öldü mü güneş 
Simsiyah görünür gözüne
Elinde bir ip nereye
Bilmez bağlayacağını anne
Kaçar herkesten 
Durmaz bir yerde
Anne ölünce çocuk 
Çocuk ölünce anne",460
"Bir Cezaevinde, Tecritteki Adamın Mektup ...",Nazım Hikmet Ran,"1 
Senin adını 
kol saatımın kayışına tırnağımla kazıdım. 
Malum ya, bulunduğum yerde 
ne sapı sedefli bir çakı var, 
(bizlere âlâtı-katıa verilmez) , 
ne de başı bulutlarda bir çınar. 
Belki avluda bir ağaç bulunur ama 
gökyüzünü başımın üstünde görmek 
bana yasak... 
Burası benden başka kaç insanın evidir? 
Bilmiyorum. 
Ben bir başıma onlardan uzağım, 
hep birlikte onlar benden uzak. 
Bana kendimden başkasıyla konuşmak 
yasak. 
Ben de kendi kendimle konuşuyorum. 
Fakat çok can sıkıcı bulduğumdan sohbetimi 
şarkı söylüyorum karıcığım. 
Hem, ne dersin, 
o berbat, ayarsız sesim 
öyle bir dokunuyor ki içime 
yüreğim parçalanıyor. 
Ve tıpkı o eski 
acıklı hikâyelerdeki 
yalnayak, karlı yollara düşmüş, yetim bir çocuk gibi bu yürek, 
mavi gözleri ıslak 
kırmızı, küçücük burnunu çekerek 
senin bağrına sokulmak istiyor. 
Yüzümü kızartmıyor benim 
onun bu an 
böyle zayıf 
böyle hodbin 
böyle sadece insan 
oluşu. 
Belki bu hâli....................",461
Rüyalarım Olmasa,Cemal Safi,"Yıldızlara baktırdım fallara çıkmıyorsun
Seni görmem imkansız rüyalarım olmasa
Pencereden bakmıyor yollara çıkmıyorsun
Seni görmem imkansız rüyalarım olmasa
Zor mu geldi kalbinde bana sevgi saklamak? 
Yakıp gittiğin yeri dönüp bir kez yoklamak
Değil sabaha kadar seni öpüp koklamak
Seni sarmam imkansız rüyalarım olmasa
Sevmesem özler miyim seni can pahasına
Ne olur bir fırsat ver, beni bir daha sına
Adını söyleyemem senden bir başkasına
Seni sormam imkansız rüyalarım olmasa
Düşlerimde incitsem günlerce uyuyamam
Sana değil, saçının bir teline kıyamam
Yıllar sonra dönsen de 'nerde kaldın'  diyemem
Seni kırmam imkansız rüyalarım olmasa
Yalvarırım mektup yaz beş dakkanı ayır da
Su serp yanan sineme sağlığını duyur da
Yaban gülü gibisin dağda, kırda, bayırda
Seni dermem imkansız rüyalarım olmasa...",462
Bir Anka Kuşu,Yusuf Hayaloğlu,"Yüzlerce soğuk namlu üzerime çevrildi, 
Yüzlerce demir tetik aynı anda gerildi! 
Anne, beni söğüdün gölgesinde vurdular, 
Öpmeye kıyamadığın oğlun yere serildi. 
Üşüştü birer birer çakallar üzerime, 
Üşüştü her bir yandan göğsüme, ciğerime. 
Anne, beni leş gibi yiyip talan ettiler, 
Teşhis edilmek için savurdular önüne. 
'Yeryüzündeki acıların 
Hepsini, hepsini tattım!' 
Heder oldum, ekmeğime tütün kattım! 
Beni milyon kere yaktılar üstüste. 
Bir Anka kuşu gibi anne, 
Kendimi külümden yarattım. 
Geceler tanır beni; konarım göçerim ben. 
Geceler tanır beni; kan damlar içerim ben. 
Anne, sen beni unut. Karanlığın bağrında 
Kırmızılar ekerim, siyahlar biçerim ben. 
Suçüstü yakalandım bölüşürken kalbimi, 
Suçüstü, kelepçeyle yardılar bileğimi. 
Anne, ben diyar diyar umudun savaşçısı, 
Bir tutam sevgi için dağladım gözlerimi. 
Prometeus'tum, çiviyle çakılırken taşlara 
Ciğerimi kartallara yedirdim. 
Spartakus'tüm, köleliğin çığlığında. 
Aslanlara yem oldum, tükendim. 
Kör kuyuların dibinde Yusuf'tum, 
Kerbela çölünde Hüseyin. 
Zindanlarda Cem Sultan, sehpada Pir Sultan. 
Kaçıncı ölmem, kaçıncı dirilmem bu? 
'Tanrılardan ateş çaldım,' 
Yüzyıllarca tutuştum, üstüste yandım. 
Bir Anka kuşu gibi anne, 
Kendimi külümden yarattım.",463
Duvar,Attila İlhan,"- bu şiir ikinci dünya savaşı içinde
                                              kahredilen bütün dünya duvarları
                                              için yazılmıştır.-
ben bir duvarım hiç güneş görmedim
sen hiç güneş görmemiş bir başka duvar
yüzümüz benek benek tahta kurusundan
ve sinemiz baştan başa ak üstünde karalar
- kelepçeden kahroldu kahroldu bileklerim
- sıyrılıp çıktım artık ölüm korkusundan
- dilim dilim sırtımdaki yaralar
ben demirbaşım sığır siniriyle dayak yedim
biz de duvarız dinliyen duyan düşünen duvarlar
bizim kucağımız terkedilmiş bir yatak gibi kirli soğuk
ve bizim kucağımızda kasırgalı insanlar
yüzündeki deniz parlaklığıyla durur hatıramızda
o çocuk yumruklu dev o dev yumruklu çocuk
o zaman mayıs'tı yağmurlar başımızda
bir cumartesi akşamı girdi....................",464
Belki Bulursun!,Necip Fazıl Kısakürek,"Oyuncak kırılır, haydi, ya insan,
Nasıl parçalanır, nasıl bölünür? 
Söylerler, mezara kulak dayasan; 
Bir daha ölmemek için ölünür.
Çekilmez akılda bu kadar sancı; 
Akıl bir küçük diş, at, kurtulursun! 
Ölmemenin olsa gerek ilacı; 
Eski rafta ara, belki bulursun! ..
1972",465
Taş Yürekli O Değil Benim,Mevlana Celaleddin Rumi,"Bütün halkın başını yarmış da tutmuş,hastayım diye başını bağlamış.Feleğin sırtından,çekmiş,hırkasını almış da çıplağım diye bir laftır ortaya atmış.
Ah o taş yüreğinden,o rengarenk,çeşitli işvelerinden.Fakat hayır,taşyürekli o değil,benim.Çünkü asıl bu fitneleri karıştıran,bu esrikliği ortaya atan benim.
Kan deryasının ta dibindeyim.Kan içmeden sarhoş olmuşum.Fakat bir görsen,hani dersin ki bu kan içmiyor da üzüm suyuna gark olmuş.
Ey aşk,yüceliğinden göklere bile sığmıyorsun.Böyle olduğu halde nasıl oldu da gizlice şu gönlüme sığdın sen? 
*Gönül evine sıçrayıp girdin,kapıyı da içerden sürmeledin.Bense ya ışık konan yerle sırça kandilim,yahut da nur içinde nur.
Beden,gebe bir zenci kadın,gönül onun karnındaki beyaz saçlı çocuk.Şu halde benim yarım miskten,yarım kafurdan.
Gönlümü sen aldın da ben onu mahsustan başkalarında arıyorum.Görmediğime el atmadayım amma bu çeşit körlerden değilim ben.
Şu sapsarı yüzüm,bir gün olurda toprağa girerse baş uçumdaki topraktan sarı gül bitecektir cancağızım.
*Nihayet Süleyman’da bir karıncanın derdini dinlemedi mi? Sen de Süleymansın ya,farz et,bir karıncayım ben.
Ne diye ağlarsın yüzlerce kovan balın var dedin.Ben hem ağlarım,hem petek yaparım.Bal arısıyla aynı hırkaya bürünmüşüm ben.
Bu dertten ağlamadayım amma yüzlerce devlete erişmişim de zevkimden ağlamadayım.
Bu dert yüzünden çektiğim eziyetin bir zerresini bile ellere satmam.
*Çenk gibi ağlarım çünkü gül bahçesinin bülbülüyüm.Yılan gibi kıvranırım çünkü definenin başındayım.
Kibirle,benlikle eşsin,ben deyip durmadasın diyorsun.Canım,ben benlikten uzağım amma o benlik,senin aksindir.
Ben hem hamım,hem kavrulmuş kebap olmuşum.Hem gülmedeyim,hem ağlıyorum.Alemi de hayretlere salmışım,kendim de hayretteyim.Vuslat içinde ayrılığa düşmüşüm ben.",466
Gecenin Kapıları,Attila İlhan,"Bütün kapılar kapandı, dışardayım
Birden karşıma çıkmayın korkuyorum
Uykusuzum fena halde, s....................",467
Ya Evde Yoksan,Cemal Safi,"Aşkınla ne garip hallere düştüm.
Her şeyim tamam da bir sendin noksan,
Yağmur yaş demeden yollara düştüm.
İçim ürperiyor,ya evde yoksan.
Elbisem gündelik,pabucum delik,
Haberin olsa da sobayı yaksan.
Yağmur iliğime geçti üstelik,
İçim ürperiyor,ya evde yoksan.
Sarhoşsan kapıyı çaldığım anda,
Fahişeler gibi açık saçıksan,
Bir de ufak rakı varsa masan da,
İçim ürperiyor,ya evde yoksan.
Bakkala gitmeme lüzum kalmasa,
Durumu anlardın,takvime baksan,
Allah vere misafirin olmasa,
İçim ürperiyor,ya evde yoksan.
Kıvırcık marulun vardır inşallah,
Bir salata yapsan,bol limon sıksan,
Senin de iştahın iyi maşallah,
İçim ürperiyor,ya evde yoksan.
Sabahlara kadar içsek,sevişsek,
Ne ben işe gitsem,ne sen ayıksan,
Derin bir uykunun dibine düşsek,
İçim ürperiyor,ya evde yoksan.
Ne kadar üşüdüm,nasıl acıktım,
İlk önce sıcacık banyoya soksan,
Sanırsın şu anda denizden çıktım,
İçim ürperiyor,ya evde yoksan.
Yanlış mı aklım da kalmış acaba? 
Muhabbet sokağı numara doksan,
Boşa mı gidecek,bu kadar çaba,
İçim ürperiyor,ya evde yoksan.
Ya yolu kaybettim,ya ben kayboldum,
Ne olur bir yerden karşıma çıksan,
Tepeden tırnağa sırsıklam oldum,
İçim ürperiyor,ya evde yoksan.",468
